275,336,438,606,814,Delta_Cubi275,Delta_275814,delta_cubi,pop,U,B,V,R,I,RA,DEC,pmra,pmdec,phot_g_mean_mag,bp_rp,phot_bp_mean_mag,pmra_error,pmdec_error,ruwe,astrometric_excess_noise_sig,astrometric_gof_al,ipd_frac_multi_peak,ipd_gof_harmonic_amplitude,pseudocolour,pseudocolour_error,visibility_periods_used,pmra_c,pmdec_c,ra,dec,dist_cntr,SD,pmra_error_fix,pmdec_error_fix,chisq,ra_c,dec_c,r,mu_r,emu_r,mu_t,emu_t,DCEN,RV,ERV,NRV,MJD,P_Single,PMEM,PMEM.1,Gmag,Gmagerr,BRmag,BRmagerr,Separation
,,,,,,,-0.2012459378836185,P2,16.57038143829372,16.057402793498216,15.155528641359924,14.648993485915137,14.189108656174591,6.1094251686448695,-72.0180143052871,5.095492608563792,-2.980590094922856,14.910665,1.0850668,15.320879,0.036088551831161,0.0369894166879782,1.0673691,0.99614066,1.5458664,0,0.021422045,,,24,-0.15750739143620773,-0.42359009492285615,0.0264365042142064,0.0632728972357705,0.0685736683835184,132.48,0.036088551831161,0.0369894166879782,4.938010512578572,0.0264365042142064,0.0632728972357705,0.0685736683835184,-9.67476754578085,0.03685691946491595,-0.38501100335875754,0.03622386187438555,246.78,-7.15,0.27,1,59400.3,1.0,0.999,1.0,14.911,0.003,1.085,0.009,0.0494128189517176
,,,,,,,-0.243000404179601,P2,16.9429201653545,16.541488375448672,15.711861163387187,15.215526153977494,14.768114836868923,5.904123769810917,-72.02324198322572,5.174721357976995,-2.4077620924278342,15.481857,1.0265398,15.792342,0.0415808786833659,0.0503763270660202,1.0371993,0.0,0.81572914,1,0.041471552,,,22,-0.0782786420230055,0.1492379075721657,-0.0369333409859518,0.0580273180429969,0.0687840159431869,131.04,0.0415808786833659,0.0503763270660202,0.6704221235740879,-0.0369333409859518,0.0580273180429969,0.0687840159431869,3.5978876910904165,0.048006111556364625,-0.30199631311764147,0.044296246732305714,247.8,-21.83,0.42,1,58780.11,1.0,0.999,1.0,15.482,0.003,1.026,0.015,0.0288927357863443
,,,,,,,-0.1906945717916508,P2,16.83525782982576,16.38974105702807,15.53453781378315,15.047361007302182,14.584916150456106,6.25115415065527,-72.09461146393846,5.478276733841441,-2.680765559657361,15.306914,1.0703211,15.702443,0.0394679433072302,0.0456961193550357,1.036886,0.5392426,0.886734,0,0.02901512,,,24,0.22527673384144098,-0.12376555965736102,0.0699014449762409,-0.0134374287806359,0.071181292573368,129.6,0.0394679433072302,0.0456961193550357,1.5851321602232789,0.0699014449762409,-0.0134374287806359,0.071181292573368,5.240300186832814,0.03970668729773787,-1.692838902673305,0.045488821938080744,256.16,-24.11,0.35,2,54092.71,0.111,0.999,1.0,15.307,0.003,1.07,0.007,0.0139109068310094
,,,,,,,-0.7455859903873461,P1,15.852665480100326,15.234644835496582,14.242709675016142,13.698141933513236,13.176217095334668,6.116668954076861,-72.1468547353896,5.265711471702953,-2.2619508670932307,13.940451,1.1956005,14.452762,0.0267991037897834,0.0270798274601076,0.9901485,2.3602946e-15,-0.20996535,0,0.021810832,,,23,0.012711471702952615,0.29504913290676926,0.028474068855125,-0.0655706943123576,0.0714862797732005,113.76,0.0267991037897834,0.0270798274601076,2.1411374930323235,0.028474068855125,-0.0655706943123576,0.0714862797732005,-5.689789489052284,0.027035484741698475,2.767701138316596,0.026843838855935234,257.36,-13.22,0.17,6,57253.63,0.996,0.999,1.0,13.941,0.003,1.196,0.005,0.0230910198827202
,,,,,,,-0.2666619341923857,P2,16.779883689573374,16.374717968744168,15.543024658746576,15.061120220172192,14.5950097705892,6.204228290091252,-72.03509894847895,5.402013041547025,-2.378188992436804,15.301999,1.0593548,15.736227,0.0396719322255321,0.0446024708964049,1.0823064,0.79215485,1.8987081,0,0.017275803,,,22,0.14901304154702455,0.1788110075631959,0.0556526804248436,0.0461236711689225,0.0722814859526759,123.84,0.0396719322255321,0.0446024708964049,1.2955702985864213,0.0556526804248436,0.0461236711689225,0.0722814859526759,4.902703042647926,0.041749920916206884,0.91242735073409,0.042663651699732005,260.21,-26.7,3.8,1,99999.9,1.0,0.999,1.0,15.302,0.003,1.059,0.006,0.0490734168293584
,,,,,,,-0.0412877521000758,P2,17.080297234142787,16.60544385089159,15.746299065737915,15.26608523390509,14.798367140377012,6.15212633174035,-72.1419391478312,5.367488815691958,-2.366943361053672,15.490047,1.0637617,15.889352,0.0390085106579602,0.040991713101602,0.99024117,0.0,-0.21354473,0,0.0194651,,,25,0.11448881569195812,0.19005663894632807,0.0393549972778908,-0.0606750847333321,0.0723206826514523,135.36,0.0390085106579602,0.040991713101602,1.1823157669844084,0.0393549972778908,-0.0606750847333321,0.0723206826514523,-2.0814315617361627,0.04041458360363707,4.273750175035766,0.03960613883409528,260.05,-15.8,0.41,1,58780.11,1.0,0.999,1.0,15.49,0.003,1.064,0.008,0.0191244033783101
,,,,,,,-0.2766323278650529,P2,16.987587787707714,16.555135036434173,15.699572203765277,15.216669207087524,14.7443327500554,6.223631549507726,-72.12070190676738,5.427083768133366,-2.616723753832812,15.458222,1.0725527,15.8919,0.044584796079163,0.0462521886626245,1.0707402,1.4572587,1.6507883,1,0.036289815,,,25,0.17408376813336623,-0.05972375383281214,0.0613531957672697,-0.0394977125499868,0.0729676868980779,119.51999999999998,0.044584796079163,0.0462521886626245,0.8064071291241026,0.0613531957672697,-0.0394977125499868,0.0729676868980779,3.8286768024339213,0.04507974995680563,0.943011025698359,0.04576992029202381,262.68,-19.43,0.95,1,53962.5,1.0,0.999,1.0,15.458,0.003,1.073,0.007,0.0278225532624153
,,,,,,,-0.2260194193106713,P2,17.346853304614335,17.01669207665352,16.22900529293457,15.758104340206346,15.312998170467807,6.237379964759294,-72.04797647301963,5.330483310420068,-2.751029789396009,16.006395,1.0183134,16.401815,0.0505378602150337,0.0576390323171477,1.018519,0.18839747,0.45697305,1,0.026150648,,,24,0.07748331042006829,-0.194029789396009,0.0658320669379614,0.0332127739572805,0.0737356691557117,148.32,0.0505378602150337,0.0576390323171477,1.0100950916864009,0.0658320669379614,0.0332127739572805,0.0737356691557117,-0.3903357875753077,0.05205698925071493,-4.459205495315124,0.05627080731936031,265.29,-36.88,3.38,1,56531.06,1.0,0.996,1.0,16.006,0.003,1.018,0.009,0.016264238947768
,,,,,,,-0.4107182989274093,P2,15.963849566231811,15.357688891046486,14.408002910281589,13.871102386430904,13.372996743258671,6.21428101787536,-72.03661693164868,5.0508133245631,-2.229513468702161,14.135401,1.1609459,14.617139,0.0293128264892578,0.0307767334389392,1.0514078,0.0,1.2260665,0,0.02090864,,,23,-0.2021866754369004,0.327486531297839,0.0587484710700977,0.0445961459778975,0.0737577005618716,141.11999999999998,0.0293128264892578,0.0307767334389392,3.61965805817608,0.0587484710700977,0.0445961459778975,0.0737577005618716,0.7919751976892446,0.029856325250336508,8.207696925346806,0.030249780031326275,265.38,-36.74,0.23,2,57591.51,0.81,0.995,1.0,14.135,0.003,1.161,0.005,0.0240593491831074
,,,,,,,-0.6872641120046012,P1,15.54022244372166,14.704971578875629,13.61370200364669,13.033955642990286,12.469811500184369,5.892683980669287,-72.14432826029635,5.440780228965583,-2.967710733893924,13.28213,1.2927418,13.849051,0.0261328898516637,0.0246132499843419,1.060352,0.0,1.3608669,0,0.011535466,,,21,0.18778022896558255,-0.4107107338939242,-0.0402003730432633,-0.0630660238874851,0.0747889878868378,116.64,0.0261328898516637,0.0246132499843419,5.020903947308152,-0.0402003730432633,-0.0630660238874851,0.0747889878868378,5.257600105602047,0.025061780279868592,8.122362781270066,0.02570306064205615,269.38,-6.87,0.37,1,56525.76,1.0,0.999,1.0,13.282,0.003,1.293,0.005,0.0264347184680015
,,,,,,,-0.3675877220269478,P2,15.655638159340691,14.80206514916412,13.720780216278326,13.151559777348227,12.607061349550715,5.875440212637123,-72.14196551521178,5.669698637409823,-2.321027919587685,13.4051485,1.2662344,13.954548,0.0248270959962417,0.0253592675283028,1.0304198,0.0,0.7456628,0,0.0016484014,,,23,0.41669863740982294,0.23597208041231488,-0.0454934722948262,-0.0607155548759763,0.075868530041387,122.4,0.0248270959962417,0.0253592675283028,5.645110663468378,-0.0454934722948262,-0.0607155548759763,0.075868530041387,-9.399262966209113,0.02516921571276701,4.113036888621371,0.02501975010055447,273.3,-18.13,0.27,4,52954.3,0.019,0.999,1.0,13.405,0.003,1.266,0.005,0.0354779932412198
,,,,,,,-0.3185779085362459,P2,17.018546597640512,16.598325558346314,15.735194134888792,15.265919190608807,14.790898286798384,5.932500795207333,-72.15237808308196,5.069337852462382,-2.4192742901190125,15.501963,1.0419922,15.844543,0.0435511997188776,0.0401249084564052,1.0368862,0.0,0.90917015,0,0.011804378,,,22,-0.18366214753761767,0.13772570988098742,-0.0279795390795121,-0.0710932922204359,0.0764009843135348,128.16,0.0435511997188776,0.0401249084564052,1.2609785849718895,-0.0279795390795121,-0.0710932922204359,0.0764009843135348,-1.3047063716338054,0.040601225424917495,-4.742180582120531,0.04310749367510093,275.04,-4.54,1.35,1,53962.5,1.0,0.998,1.0,15.502,0.003,1.042,0.01,0.0389107983332675
,,,,,,,-0.0096271798697206,P2,15.809680559154971,14.993066225360227,13.97226868014976,13.420240317722802,12.895749939409706,5.80638775716648,-72.12170927897768,5.3661570053762055,-2.981841317526188,13.6689005,1.2231407,14.198883,0.02610846165513,0.0277768418562699,1.1321311,1.3245945,3.21204,0,0.0030951574,,,24,0.11315700537620543,-0.42484131752618826,-0.0667421128598593,-0.04052376088874,0.0780812658888043,139.67999999999998,0.02610846165513,0.0277768418562699,4.741613583187375,-0.0667421128598593,-0.04052376088874,0.0780812658888043,2.651668489030811,0.026568161881115826,9.038538258819512,0.027337477294192142,281.33,-10.56,0.24,5,58628.58,0.512,0.999,1.0,13.669,0.003,1.223,0.005,0.0486820313161247
,,,,,,,-0.2485630322878538,P2,16.435619058954728,15.898971116521654,14.9854825104874,14.478755658599669,14.001091023781951,5.809433437673888,-72.03936766978669,4.942922559349566,-2.3523072170531902,14.7410555,1.1222572,15.209626,0.0311294315270609,0.0326047289177287,1.0422415,0.0,1.027745,0,0.02529641,,,25,-0.3100774406504341,0.2046927829468097,-0.0661002249293303,0.0418206786663106,0.0782189754720099,100.79999999999998,0.0311294315270609,0.0326047289177287,3.367206266881328,-0.0661002249293303,0.0418206786663106,0.0782189754720099,7.95882846113477,0.031558206892918474,-0.15409787564303076,0.03218990044125735,281.77,-17.05,0.2,4,56857.93,0.403,0.999,1.0,14.741,0.003,1.122,0.006,0.0300683687193233
,,,,,,,-0.2661693748377867,P2,16.099436344649863,15.484449581132486,14.537563635850772,14.006022181397636,13.516129617874611,6.073208477140601,-72.00439695657914,4.887702343354421,-2.2604859579772074,14.2792015,1.149786,14.731234,0.0302129540642727,0.0305139995548326,1.0313873,0.122490376,0.74259555,0,0.02159429,,,25,-0.3652976566455788,0.2965140420227925,0.0152669365530115,0.076902779054287,0.0784035499070101,118.07999999999998,0.0302129540642727,0.0305139995548326,5.409641084674636,0.0152669365530115,0.076902779054287,0.0784035499070101,4.707170055278089,0.03050263939595967,8.913642966210398,0.030224423799090464,282.16,-25.11,0.2,6,54093.53,0.879,0.999,1.0,14.279,0.003,1.15,0.007,0.0290441252949237
,,,,,,,-0.1910488999496401,P2,16.62722203440988,16.16541482473296,15.31078969688329,14.812387551444296,14.34766602843309,6.215866146182321,-72.0285941504962,5.408587632100985,-2.274654652806002,15.079388,1.0625439,15.447061,0.0379886292215954,0.0408969120505107,1.0226659,0.0,0.5441632,0,0.022953454,,,22,0.15558763210098459,0.28234534719399784,0.0592629271693694,0.0526173334026777,0.0792507244368912,126.71999999999998,0.0379886292215954,0.0408969120505107,2.497096916128101,0.0592629271693694,0.0526173334026777,0.0792507244368912,6.508980677261979,0.0392971677696571,2.3103442720734977,0.03964122173283119,285.15,-30.26,0.67,2,53410.37,0.898,0.999,1.0,15.079,0.003,1.063,0.008,0.0618451353419852
